"Number","User","Date Submitted","Country","Source URL","Device","Browser","OS","Hotjar User ID","Response URL","Thank you for your purchase today! 

If you could say one thing which nearly stopped you from purchasing today, what was this? (Don't worry, you won't offend us)","Where did you first hear about us?","session_id","variationIds","Tags for: Thank you for your purchase today! 

If you could say one thing which nearly stopped you from purchasing today, what was this? (Don't worry, you won't offend us)","Tags for: Where did you first hear about us?","Sentiment for: Thank you for your purchase today! 

If you could say one thing which nearly stopped you from purchasing today, what was this? (Don't worry, you won't offend us)"
"17914","541d6065","2025-04-21 23:14:38","United Kingdom","https://absolutereg.co.uk/stripe/success?payment_intent=pi_3RGTLfEaztidwX1v0q48lAmB&payment_intent_client_secret=pi_3RGTLfEaztidwX1v0q48lAmB_secret_e5lI6lZ2GQKuRzqtZnZtn4JVd&redirect_status=succeeded","phone","Mobile Safari 18.2","iOS 18.2","541d6065-e025-5d0c-b6db-1cb3b67f8b78","https://insights.hotjar.com/sites/284824/surveys/responses/878809?prid=890274131","Excellent, thanks","","5fbb10f3d372467d9c6382e1f890b633","3_step_funnel","","",""
"17913","d32d44f3","2025-04-21 21:01:21","United Kingdom","https://absolutereg.co.uk/stripe/success?payment_intent=pi_3RGRMyEaztidwX1v1dHFbTni&payment_intent_client_secret=pi_3RGRMyEaztidwX1v1dHFbTni_secret_rJGDh6GCOafXAcuIHzG0eY9Nk&redirect_status=succeeded","phone","Edge Mobile 135.0.3179","iOS 18.3.2","d32d44f3-062b-508a-aa12-b7a740ce40ec","https://insights.hotjar.com/sites/284824/surveys/responses/878809?prid=890263722","Nothing at all, I received a personalised plate from you many years ago as a family gift and everything was perfect","","c00576ee-b107-47f1-8411-3de6ced88f7a","","","",""
"17912","387b2909","2025-04-21 20:36:42","United Kingdom","https://absolutereg.co.uk/stripe/success?payment_intent=pi_3RGR3UEaztidwX1v0dIUQqMu&payment_intent_client_secret=pi_3RGR3UEaztidwX1v0dIUQqMu_secret_rDGTf3cdxol56tIhqT8oEe7Rq&redirect_status=succeeded","phone","Chrome Mobile 135.0.0","Android 10","387b2909-8cd4-5854-a8fd-9e0d33e05a8c","https://insights.hotjar.com/sites/284824/surveys/responses/878809?prid=890261138","Very pleased","","9650ecf3-6215-4642-a6de-58b015e9bc45","","","",""
"17911","77300240","2025-04-21 19:30:52","United Kingdom","https://absolutereg.co.uk/stripe/success?payment_intent=pi_3RGPquEaztidwX1v0GveO9JM&payment_intent_client_secret=pi_3RGPquEaztidwX1v0GveO9JM_secret_4Lo8Ndm1i3UuPo4avuA7yLxLo&redirect_status=succeeded","phone","Chrome Mobile iOS 135.0.7049","iOS 18.3.2","77300240-2701-548a-bd34-a084927dd8f5","https://insights.hotjar.com/sites/284824/surveys/responses/878809?prid=890253652","The video","","965f0f6e-e5cf-4e21-86d2-3fa798174098","","","",""
"17910","d4a81be6","2025-04-21 17:12:27","United Kingdom","https://absolutereg.co.uk/stripe/success?payment_intent=pi_3RGNnmEaztidwX1v1mrcrqmI&payment_intent_client_secret=pi_3RGNnmEaztidwX1v1mrcrqmI_secret_1by769JKACgO5NpPWbPOZPP9M&redirect_status=succeeded","desktop","Safari 18.4","Mac OS X 10.15.7","d4a81be6-f628-5e87-833e-b604633f8401","https://insights.hotjar.com/sites/284824/surveys/responses/878809?prid=890236473","None","","2a52f696-eaa4-420b-af1d-b73d8876b89e","","","",""
"17909","6f216601","2025-04-21 14:06:35","United Kingdom","https://absolutereg.co.uk/stripe/success?payment_intent=pi_3RGKyQEaztidwX1v1sxb0OLn&payment_intent_client_secret=pi_3RGKyQEaztidwX1v1sxb0OLn_secret_ffF75eVlUlVUfaN1O2PG2O3bn&redirect_status=succeeded","desktop","Safari 17.6","Mac OS X 10.15.7","6f216601-bdd2-545a-a13e-a4c439400d3e","https://insights.hotjar.com/sites/284824/surveys/responses/878809?prid=890212838","Checked other sites for better number plates","","3336f4a9-aa49-4d59-a0e7-d847bd78ab12","","","",""
"17908","f67ee4d9","2025-04-20 19:10:40","United Kingdom","https://absolutereg.co.uk/stripe/success?payment_intent=pi_3RG3FDEaztidwX1v1muz2g0v&payment_intent_client_secret=pi_3RG3FDEaztidwX1v1muz2g0v_secret_yd0vUwhWzbmw0ERzlIhPpygL7&redirect_status=succeeded","phone","Google 364.0.744893471","iOS 18.3.2","f67ee4d9-041f-5538-bad0-84523d43a61d","https://insights.hotjar.com/sites/284824/surveys/responses/878809?prid=890137217","If I am doing the right thing","","6db37f84-8fac-4bae-8716-636e69079b9f","","","",""
"17907","f717f38e","2025-04-20 10:32:05","United Kingdom","https://absolutereg.co.uk/stripe/success?payment_intent=pi_3RFv83EaztidwX1v1td3TAHn&payment_intent_client_secret=pi_3RFv83EaztidwX1v1td3TAHn_secret_FoOFzG8krLeXw5FkdLchjfvhG&redirect_status=succeeded","phone","Google 364.0.744893471","iOS 18.3.2","f717f38e-a64f-5e7e-b422-09c68529ae26","https://insights.hotjar.com/sites/284824/surveys/responses/878809?prid=890098394","No 3d plates","","1fd6cda4-65d4-4b63-9c13-97b74b3a0e30","","","",""
"17906","8f7a4bf8","2025-04-20 06:26:29","United Kingdom","https://absolutereg.co.uk/checkout/finance/success/522097?token=9f83b6c2-c22a-4f60-bb23-e681483408eb&status=success&signature=07fec38205f72b7a53e73056137f15f64a89209257db3ca35810b5275365015c","phone","Google 364.0.744893471","iOS 18.3.2","8f7a4bf8-84f2-5cc9-82be-22d2ee8067d9","https://insights.hotjar.com/sites/284824/surveys/responses/878809?prid=890084699","Quick","","b1f92fee-8a7e-4755-84a3-4c18826cc292","","","",""
"17905","d932a258","2025-04-19 21:10:14","United Kingdom","https://absolutereg.co.uk/stripe/success?payment_intent=pi_3RFicvEaztidwX1v06FsvnvH&payment_intent_client_secret=pi_3RFicvEaztidwX1v06FsvnvH_secret_TVoMc5MdVRi527F7tI5gbtgRP&redirect_status=succeeded","phone","Chrome Mobile 135.0.0","Android 10","d932a258-1c99-5d6d-95b6-085187ccadbc","https://insights.hotjar.com/sites/284824/surveys/responses/878809?prid=890065508","Bit expensive","","ef89af91-67ee-473a-add8-2dec734bce98","","","",""
"17904","71bed2f8","2025-04-19 19:10:18","United Kingdom","https://absolutereg.co.uk/checkout/paypal/return/522003","phone","Mobile Safari 18.3.1","iOS 18.3.2","71bed2f8-c0c8-54cc-856a-0380680821a6","https://insights.hotjar.com/sites/284824/surveys/responses/878809?prid=890057890","Thanks","","5c4907b92d5e4543889f751ffc67f5e1","control","","",""
"17903","0c66e342","2025-04-19 18:02:50","United Kingdom","https://absolutereg.co.uk/stripe/success?payment_intent=pi_3RFfiDEaztidwX1v0gd8tHP7&payment_intent_client_secret=pi_3RFfiDEaztidwX1v0gd8tHP7_secret_aORM4DCMHi5jZiKdXJSSqrPlc&redirect_status=succeeded","phone","Mobile Safari 18.3.1","iOS 18.3.2","0c66e342-d760-5195-88b7-114950a73109","https://insights.hotjar.com/sites/284824/surveys/responses/878809?prid=890053027","The price is high","","cbe36d2a-2046-4496-9840-b29eecc0ea08","","","",""
"17902","85971fea","2025-04-19 16:47:09","United Kingdom","https://absolutereg.co.uk/stripe/success?payment_intent=pi_3RFeWKEaztidwX1v1nxbxLWi&payment_intent_client_secret=pi_3RFeWKEaztidwX1v1nxbxLWi_secret_qk5WNeuWqsKFxYnjN2MPxU4Oa&redirect_status=succeeded","phone","Mobile Safari 18.3.1","iOS 18.3.2","85971fea-a324-57f8-be4b-1ca79d382121","https://insights.hotjar.com/sites/284824/surveys/responses/878809?prid=890047394","A bit costly 🫣","","f9bec108-1ef1-4202-a402-aaaba26a3f8a","","","",""
"17901","e57b5385","2025-04-19 15:44:04","United Kingdom","https://absolutereg.co.uk/stripe/success?payment_intent=pi_3RFdWxEaztidwX1v1ReLfxTg&payment_intent_client_secret=pi_3RFdWxEaztidwX1v1ReLfxTg_secret_2UR9HV2y0OttnhaNlpEMTbEl9&redirect_status=succeeded","phone","Chrome Mobile iOS 135.0.7049","iOS 18.3.2","e57b5385-f0c0-5991-aac0-328a6f9eb3f5","https://insights.hotjar.com/sites/284824/surveys/responses/878809?prid=890042389","Unable to use my credit card but very happy with this purchase","","dac3b7dd-4643-4825-82bf-3b2c8ad8a467","","","",""
"17900","e3831882","2025-04-19 14:20:28","United Kingdom","https://absolutereg.co.uk/checkout/finance/success/521920?token=460d2094-c7f2-4515-8a28-82d2332e5d27&status=success&signature=8bc3075ae0c95206829a0c5fddaf70cac3507879be958cced4631e30ab1be784","phone","Mobile Safari 18.3.1","iOS 18.3.2","e3831882-75cf-5cfa-89e1-c28929f54feb","https://insights.hotjar.com/sites/284824/surveys/responses/878809?prid=890035684","I purchased the car yesterday so I haven’t had my new v5 as of yet","","d23f09ca3e27469daa9436b652d15795","control","","",""
"17899","ad77088d","2025-04-19 12:05:44","United Kingdom","https://absolutereg.co.uk/checkout/finance/success/521863?token=866e5f54-6e27-4ce8-a26c-a13c4c07a1b0&status=success&signature=34c0bbe3cc8a9bb005662e80c253603fd8f7e3b6f38eed8364a4087b014a2728","phone","Chrome Mobile 135.0.0","Android 10","ad77088d-7449-57fa-bc7f-31fe291ed4c2","https://insights.hotjar.com/sites/284824/surveys/responses/878809?prid=890025862","High price","","558c8128-e8f0-44f5-ba02-ffc9d172d674","","","",""
"17898","7c9a5830","2025-04-19 11:36:05","United Kingdom","https://absolutereg.co.uk/checkout/finance/success/521870?token=58173714-b3c8-4eea-afcd-9d0f31b89ce9&status=success&signature=2b363d11f179d259b5357f660d98d0a7d24633104fd37465fe57248efd114051","phone","Mobile Safari 18.3","iOS 18.3.1","7c9a5830-15d4-5a18-bb73-55f3e301a5a1","https://insights.hotjar.com/sites/284824/surveys/responses/878809?prid=890023854","price","","99b216f1-d710-4d63-9586-f94d92de9325","","","",""
"17897","b1d90af3","2025-04-19 11:35:19","United Kingdom","https://absolutereg.co.uk/stripe/success?payment_intent=pi_3RFZYhEaztidwX1v1MGT88cc&payment_intent_client_secret=pi_3RFZYhEaztidwX1v1MGT88cc_secret_VnViIhzQbGpBSXMFh4OnFR6YG&redirect_status=succeeded","phone","Chrome Mobile iOS 135.0.7049","iOS 18.3.2","b1d90af3-52fb-50ab-90bf-eedfaaf61f95","https://insights.hotjar.com/sites/284824/surveys/responses/878809?prid=890023798","I wanted the closest plate in mind.","","ef168da8-7b81-4d7c-9be1-80486b4d3646","","","",""
"17896","76f731b7","2025-04-19 10:13:08","United Kingdom","https://absolutereg.co.uk/checkout/paypal/return/521845","phone","Samsung Internet 27.0","Android 10","76f731b7-9f7a-517f-b57c-122d35bb4972","https://insights.hotjar.com/sites/284824/surveys/responses/878809?prid=890018538","Nothing  use you before  great service  just ordered plates for my wife's new car which will be delivered 14 weeks time .","","7b8c1c3f-472a-49ea-ac5f-70430218f879","","","",""
"17895","0d6711a8","2025-04-19 08:55:21","United Kingdom","https://absolutereg.co.uk/stripe/success?payment_intent=pi_3RFX4oEaztidwX1v1zf6VTwF&payment_intent_client_secret=pi_3RFX4oEaztidwX1v1zf6VTwF_secret_EuvNdcF5gKDWFXXfz6thdPvx3&redirect_status=succeeded","phone","Mobile Safari 18.3","iOS 18.3.1","0d6711a8-511e-5ac3-8757-d2d24eda540d","https://insights.hotjar.com/sites/284824/surveys/responses/878809?prid=890013640","All the hidden payments make it more obvious","","6a9aaf1a-e2a0-411e-b2cf-c1e9163ed37e","","","",""
"17894","57da88cd","2025-04-19 08:07:26","United Kingdom","https://absolutereg.co.uk/checkout/paypal/return/521783","phone","Samsung Internet 27.0","Android 10","57da88cd-3f0c-587e-952c-0279f6c6e1e1","https://insights.hotjar.com/sites/284824/surveys/responses/878809?prid=890010818","Deciding if it was a good use of funds","","ffae971ce66f40cda90a6d027c5a921f","inline_above_faq,control","","",""
"17893","ef26e7c5","2025-04-19 07:24:52","United Kingdom","https://absolutereg.co.uk/stripe/success?payment_intent=pi_3RFVkBEaztidwX1v0T4Pu86n&payment_intent_client_secret=pi_3RFVkBEaztidwX1v0T4Pu86n_secret_zGao8TSAQ1GNYVIqeBQ9ub0Mn&redirect_status=succeeded","phone","Mobile Safari 18.3.1","iOS 18.3.2","ef26e7c5-f3e4-54aa-a737-fccccb1f1faa","https://insights.hotjar.com/sites/284824/surveys/responses/878809?prid=890008544","Good site best for buying private Reg in my opinion that’s why I chose the site. good prices can’t think of a reason","","34117ef50c4e46cb932a127be3c3edf3","floating_and_inline_above_faq_on_payment_page","","",""
"17892","6b7a3c38","2025-04-19 06:59:33","United Kingdom","https://absolutereg.co.uk/stripe/success?payment_intent=pi_3RFVIVEaztidwX1v1nSKu8dR&payment_intent_client_secret=pi_3RFVIVEaztidwX1v1nSKu8dR_secret_wO9xnaPARMwakNIW5mYWAKk6D&redirect_status=succeeded","phone","Chrome Mobile iOS 135.0.7049","iOS 18.3.2","6b7a3c38-879f-509d-907d-e685ae3fffc2","https://insights.hotjar.com/sites/284824/surveys/responses/878809?prid=890007300","The finance, it declined me, even though it accepted me the last time and I pay it","","2133090f-e73d-4117-aed6-0bfa08a4e987","","","",""
"17891","42ff4c79","2025-04-19 00:18:35","United Kingdom","https://absolutereg.co.uk/stripe/success?payment_intent=pi_3RFP67EaztidwX1v0TukA35i&payment_intent_client_secret=pi_3RFP67EaztidwX1v0TukA35i_secret_N5SdlLDwXUvy1FWM1wK6qR7vs&redirect_status=succeeded","phone","Mobile Safari 18.3.1","iOS 18.3.2","42ff4c79-eb8e-50c7-8a18-48d69ff7ce81","https://insights.hotjar.com/sites/284824/surveys/responses/878809?prid=889993579","You charged me twice","","83c3678c-8d38-4f06-b327-17caae33e810","","","",""
"17890","53e63e46","2025-04-18 23:40:13","United Kingdom","https://absolutereg.co.uk/stripe/success?payment_intent=pi_3RFOU2EaztidwX1v1m7htejs&payment_intent_client_secret=pi_3RFOU2EaztidwX1v1m7htejs_secret_u4T7wqObipH1g4tOYWQnEtdiF&redirect_status=succeeded","phone","Chrome Mobile 135.0.0","Android 10","53e63e46-f9e5-5092-9a91-cdf00b04a591","https://insights.hotjar.com/sites/284824/surveys/responses/878809?prid=889992065","Nothing","","c60e79bd-f2c8-4a9a-abd3-bfc2e3e58fbc","","","",""
"17889","ed3e61da","2025-04-18 19:31:04","United Kingdom","https://absolutereg.co.uk/stripe/success?payment_intent=pi_3RFKb5EaztidwX1v1td5xomD&payment_intent_client_secret=pi_3RFKb5EaztidwX1v1td5xomD_secret_KdmRuGmwoF0GXPAMvNNZdF3j7&redirect_status=succeeded","phone","Samsung Internet 28.0","Android 10","ed3e61da-003c-5890-88f3-084fff583d2a","https://insights.hotjar.com/sites/284824/surveys/responses/878809?prid=889977331","Price but then received discount","","277a593f-c26b-45bc-82d0-a32b41a7c208","","","",""
"17888","0a7de7eb","2025-04-18 18:38:12","United Kingdom","https://absolutereg.co.uk/stripe/success?payment_intent=pi_3RFJmPEaztidwX1v0nRwWawc&payment_intent_client_secret=pi_3RFJmPEaztidwX1v0nRwWawc_secret_sISZcJePIWRkC5vt3cDSe51gw&redirect_status=succeeded","phone","Chrome Mobile iOS 135.0.7049","iOS 18.3.2","0a7de7eb-11e1-5dbb-b236-bbee287e5b53","https://insights.hotjar.com/sites/284824/surveys/responses/878809?prid=889973046","Nothing","","1568501b-066c-492c-86f2-72be6626529a","","","",""
"17887","42921cb9","2025-04-18 08:07:13","United Kingdom","https://absolutereg.co.uk/stripe/success?payment_intent=pi_3RF9uTEaztidwX1v0j5i3jFV&payment_intent_client_secret=pi_3RF9uTEaztidwX1v0j5i3jFV_secret_bnTWAS9RZ57JbyXt9FomkgRgC&redirect_status=succeeded","phone","Mobile Safari 18.3.1","iOS 18.3.2","42921cb9-d4db-51db-9e5e-ae8f215c23ff","https://insights.hotjar.com/sites/284824/surveys/responses/878809?prid=889912369","Unable to contact you by telephone","","6c1c23384beb4dffaf9a98d368235229","floating_and_inline_above_faq_on_payment_page,3_step_funnel","","",""
"17886","ae6d3946","2025-04-18 06:59:45","United Kingdom","https://absolutereg.co.uk/checkout/finance/success/521423?token=f99a0cbd-3cac-4807-b046-856bc3941143&status=success&signature=9227b18c70f77537f7813c353f59618088f6555a227697338710c68a771920c4","phone","Mobile Safari 18.3.1","iOS 18.3.2","ae6d3946-c44e-55fc-bcd4-9e36d165634f","https://insights.hotjar.com/sites/284824/surveys/responses/878809?prid=889907436","I rather speak to Somone as I don’t always trust the procedure online","","90b6e63f-9b96-45ff-8858-3b002392e4bd","","","",""
"17885","a327440e","2025-04-17 22:07:22","United Kingdom","https://absolutereg.co.uk/stripe/success?payment_intent=pi_3RF0V8EaztidwX1v0YI0QqLg&payment_intent_client_secret=pi_3RF0V8EaztidwX1v0YI0QqLg_secret_CXBnef47GtFzkoZELkZjWusYj&redirect_status=succeeded","phone","Mobile Safari 18.3.1","iOS 18.3.2","a327440e-65f1-5789-ab4d-7911cb69b84f","https://insights.hotjar.com/sites/284824/surveys/responses/878809?prid=889879046","The added extras in price","","2cbefd23-9507-4a6c-a37b-2e0893b5f383","","","",""
"17884","4bdd1d91","2025-04-17 20:53:59","United Kingdom","https://absolutereg.co.uk/stripe/success?payment_intent=pi_3REzQwEaztidwX1v1ZOggQkm&payment_intent_client_secret=pi_3REzQwEaztidwX1v1ZOggQkm_secret_Cq8Cjb5Hv7z0UVZGWesZlZ2Ug&redirect_status=succeeded","phone","Mobile Safari 18.3.1","iOS 18.3.2","4bdd1d91-af48-566c-8b70-977928b5da06","https://insights.hotjar.com/sites/284824/surveys/responses/878809?prid=889873463","N/A","","a99e2fdb-7a87-40f6-b887-a35b008c9de8","","","",""
"17883","4e4fc453","2025-04-17 18:25:34","United Kingdom","https://absolutereg.co.uk/stripe/success?payment_intent=pi_3REx5JEaztidwX1v0Ip0IAcI&payment_intent_client_secret=pi_3REx5JEaztidwX1v0Ip0IAcI_secret_EfKbgnrtGXJxckjYZ2W2BKSp8&redirect_status=succeeded","phone","Mobile Safari 17.5","iOS 17.5.1","4e4fc453-4481-52c1-8cca-9702749cbc1c","https://insights.hotjar.com/sites/284824/surveys/responses/878809?prid=889857265","Nothing","","8a1aa16e17d04c3b9444f30f5fb7c04e","control","","",""
"17882","804f790b","2025-04-17 15:09:40","United Kingdom","https://absolutereg.co.uk/checkout/finance/success/521225?token=72ef3206-02e5-452d-bfd5-c7b5d8258cac&status=success&signature=82d644e6e1099134dfc7e37749d3acaa396ab88db51e97589b9bc74c6d337b9d","phone","Mobile Safari 18.3.1","iOS 18.3.2","804f790b-1525-5f55-8111-69f4339282a9","https://insights.hotjar.com/sites/284824/surveys/responses/878809?prid=889832810","Add on prices","","3d0ce67967b44acab81d9e03b8812349","3_step_funnel","","",""
"17881","5973b8ae","2025-04-17 12:58:26","United Kingdom","https://absolutereg.co.uk/checkout/paypal/return/520843","phone","Chrome Mobile 135.0.0","Android 10","5973b8ae-ad37-56fd-8c62-4a3e296e520c","https://insights.hotjar.com/sites/284824/surveys/responses/878809?prid=889813882","Financial","","9968bae744884d7bb89f6e3e67d1fe06","control","","",""
"17880","8a4fa7cc","2025-04-17 09:54:40","United Kingdom","https://absolutereg.co.uk/stripe/success?payment_intent=pi_3REp1cEaztidwX1v1Ut5TXNZ&payment_intent_client_secret=pi_3REp1cEaztidwX1v1Ut5TXNZ_secret_KLSjfIDb6y0Z5pHzyWhHGEr3f&redirect_status=succeeded","desktop","Chrome 135.0.0","Windows 10","8a4fa7cc-abfb-5ecf-a428-b80f24e7efb4","https://insights.hotjar.com/sites/284824/surveys/responses/878809?prid=889791754","NOTHING","","e8686184-4c62-42cd-b380-63f0dd233d73","","","",""
"17879","8983c8d4","2025-04-17 08:23:03","United Kingdom","https://absolutereg.co.uk/stripe/success?payment_intent=pi_3REncjEaztidwX1v1KcOcIz2&payment_intent_client_secret=pi_3REncjEaztidwX1v1KcOcIz2_secret_BDu90WQPJ1KrDBW9gns6S9Wed&redirect_status=succeeded","phone","Mobile Safari 18.3.1","iOS 18.3.2","8983c8d4-c0c8-5454-8d4d-508192ddb1b7","https://insights.hotjar.com/sites/284824/surveys/responses/878809?prid=889782058","Price","","1c2b1f1cf39c4a1088fc9d30a6da3d27","control","","",""
"17878","95d35793","2025-04-17 06:15:53","United Kingdom","https://absolutereg.co.uk/stripe/success?payment_intent=pi_3RElj4EaztidwX1v0Oyc8eUZ&payment_intent_client_secret=pi_3RElj4EaztidwX1v0Oyc8eUZ_secret_oNmENSt4u3L4nX1yW2CQ02dPd&redirect_status=succeeded","phone","Mobile Safari 18.3.1","iOS 18.3.2","95d35793-7224-5793-a270-0c0cfc858707","https://insights.hotjar.com/sites/284824/surveys/responses/878809?prid=889771073","Your system on computer was declining my card","","a8bb96dddbb44b988a394fa6ec6b0249","control","","",""
"17877","89f67045","2025-04-16 19:40:06","United Kingdom","https://absolutereg.co.uk/checkout/paypal/return/520939","phone","Google 364.0.744893471","iOS 18.3.2","89f67045-fde5-5b05-b17f-c805dc2f8abe","https://insights.hotjar.com/sites/284824/surveys/responses/878809?prid=889727569","The price 😂
Also offered on this plate on another site, but they said it was gone, so really hoping it’s because it’s on your site now.","","1bce3397e1d145ad968d69d402f07fff","control","","",""
"17876","e0f951cc","2025-04-16 18:41:59","United Kingdom","https://absolutereg.co.uk/stripe/success?payment_intent=pi_3REasVEaztidwX1v0vmIMqhO&payment_intent_client_secret=pi_3REasVEaztidwX1v0vmIMqhO_secret_ibHulqgx1kJf2hi3ZF8L4vFpv&redirect_status=succeeded","phone","Samsung Internet 28.0","Android 10","e0f951cc-aaf8-5ff4-8361-b2ee43be79be","https://insights.hotjar.com/sites/284824/surveys/responses/878809?prid=889719142","Nothing","","ef0e4921240d46488957780a56d8788d","control","","",""
"17875","9f5c131b","2025-04-16 18:38:47","United Kingdom","https://absolutereg.co.uk/stripe/success?payment_intent=pi_3REanrEaztidwX1v1zP18Hp8&payment_intent_client_secret=pi_3REanrEaztidwX1v1zP18Hp8_secret_WpygmlOXURhRFfZGZ1nbr82bW&redirect_status=succeeded","phone","Chrome Mobile 135.0.0","Android 10","9f5c131b-4d19-5a13-90e0-29cc03216b4b","https://insights.hotjar.com/sites/284824/surveys/responses/878809?prid=889718626","Didn't realise I would have to pay extra for transfers","","72b780a02ccc4ee492871391c3874e3d","control","","",""
"17874","6fb60f82","2025-04-16 15:29:53","United Kingdom","https://absolutereg.co.uk/checkout/finance/success/520854?token=35f6089c-25e7-4ee7-b2d7-0498ac575fa1&status=success&signature=8f9eeaf0025f2ff4059bac28fa475a104ba4ff9837e4b9a054ecc6b1cafdecf7","phone","Mobile Safari 18.1.1","iOS 18.1.1","6fb60f82-0afe-5e85-9fe3-1c6e132e8a53","https://insights.hotjar.com/sites/284824/surveys/responses/878809?prid=889690389","Good","","81469ad3246c48ad9f63a2d2baf26329","control","","",""
"17873","81e3b896","2025-04-16 13:56:30","United Kingdom","https://absolutereg.co.uk/checkout/finance/success/520823?token=27b4276d-41e3-489a-a069-504b54a60e95&status=success&signature=e43516530c2909337c1d80228e3bf86956ef70cd97e545bedc1d5cae1ad0c372","phone","Mobile Safari 18.3.1","iOS 18.3.2","81e3b896-98d0-52fe-8bdd-60eeab49d136","https://insights.hotjar.com/sites/284824/surveys/responses/878809?prid=889675037","Nothing I can think of, just needed on retention until I purchase a car on 65 reg or younger","","5c6ea5d678d8426fb5ec1149ecd2bc10","control","","",""
"17872","ed22c375","2025-04-16 12:37:58","United Kingdom","https://absolutereg.co.uk/checkout/finance/success/520801?token=ee1f0f61-9470-4da8-ac9e-bb303487e7ef&status=success&signature=570027a3900a11cc4f3055377baf8d66ad4169bc826676dd66cedf9d6c95e38c","desktop","Chrome 134.0.0","Windows 10","ed22c375-12ce-528b-8a2a-6929b95ad979","https://insights.hotjar.com/sites/284824/surveys/responses/878809?prid=889662196","Nothing stopped me!","","a58884c2-fdc3-463f-bff3-fd0f130b724a","","","",""
"17871","03bb2399","2025-04-16 11:30:45","United Kingdom","https://absolutereg.co.uk/checkout/finance/success/520780?token=2ef6c2ed-ffa7-4ddc-b26f-43ba1ab71880&status=success&signature=6c382fbae6637eacbe4a0fa1fad3ade74a3488e46c05c5b66247ad7868d78594","phone","Chrome Mobile 135.0.0","Android 10","03bb2399-db3e-5736-9b8d-2f088d1ceb25","https://insights.hotjar.com/sites/284824/surveys/responses/878809?prid=889652281","Nothing it was all great 👍","","cb17fb37a03f4f2682772deb9ca116bb","3_step_funnel","","",""
"17870","7a46adf3","2025-04-16 11:18:28","United Kingdom","https://absolutereg.co.uk/checkout/finance/success/520776?token=66062b00-b22c-436b-a749-d6ea1961aaa7&status=success&signature=872d140da72e37226c26e527ffc6889b1a2266f700dcad7415b96692a8e8bc5d","phone","Chrome Mobile 135.0.0","Android 10","7a46adf3-2d41-5099-9ddf-54349036c81c","https://insights.hotjar.com/sites/284824/surveys/responses/878809?prid=889650450","Nothing","","86a1ea3e87f54f11b216862b041eac0e","control","","",""
"17869","4cdc346a","2025-04-15 23:07:21","United Kingdom","https://absolutereg.co.uk/checkout/finance/success/520681?token=eafb7e55-e2be-4df0-a9c0-52a6ab955c56&status=success&signature=0e7d5db970bc04aa054556d16a83dd1f0b6d03b0884bb39efa299b970c8935ae","phone","Mobile Safari 18.3.1","iOS 18.3.2","4cdc346a-9d4e-507f-b81b-badce34782ac","https://insights.hotjar.com/sites/284824/surveys/responses/878809?prid=889590977","Already got a plate didn’t no which to have","","b3aaad1a3f374a6ebf34b0777f97833a","control","","",""
"17868","b342deb6","2025-04-15 21:34:19","United Kingdom","https://absolutereg.co.uk/checkout/finance/success/520663?token=a5014f29-2aa3-4278-8d18-1369cf5ef748&status=success&signature=69b4275fce3f92897d47aa68c281bbfd40d34acf98ea4e762a85cee5234e75d9","phone","Chrome Mobile 135.0.0","Android 10","b342deb6-6ce1-554f-992c-393350d203f7","https://insights.hotjar.com/sites/284824/surveys/responses/878809?prid=889582665","All good","","8d3e187010d14419bb7777a22f165812","3_step_funnel","","",""
"17867","c619bacd","2025-04-15 19:12:45","United Kingdom","https://absolutereg.co.uk/stripe/success?payment_intent=pi_3REEpnEaztidwX1v1YP4Cl6n&payment_intent_client_secret=pi_3REEpnEaztidwX1v1YP4Cl6n_secret_zI8ZASbxMypnptXnxfDZMbNPk&redirect_status=succeeded","phone","Mobile Safari 18.3.1","iOS 18.3.2","c619bacd-15a4-57fd-8491-fab883cc7f63","https://insights.hotjar.com/sites/284824/surveys/responses/878809?prid=889564619","Nothing really","","0382c50341714c13955342808af7882e","3_step_funnel","","",""
"17866","47403e93","2025-04-15 17:06:02","United Kingdom","https://absolutereg.co.uk/stripe/success?payment_intent=pi_3RECq4EaztidwX1v1Peu8WFN&payment_intent_client_secret=pi_3RECq4EaztidwX1v1Peu8WFN_secret_2u7lYifPZMbDxgrC9mLTs0vIH&redirect_status=succeeded","desktop","Chrome 134.0.0","Chrome OS 14541.0.0","47403e93-b05e-5f25-8740-3ec4e122c4ae","https://insights.hotjar.com/sites/284824/surveys/responses/878809?prid=889544721","wouldn't take debit card","","16f9806c-323c-4f2d-9421-daabd6834e40","","","",""
"17865","287ae42d","2025-04-15 12:53:36","United Kingdom","https://absolutereg.co.uk/stripe/success?payment_intent=pi_3RE8yAEaztidwX1v0FuiYBTx&payment_intent_client_secret=pi_3RE8yAEaztidwX1v0FuiYBTx_secret_XVugL2BBm3Al7lIcpSuRG9U2i&redirect_status=succeeded","phone","Mobile Safari 18.3","iOS 18.3.1","287ae42d-1d00-5307-8e1a-6d12a6ecc6f0","https://insights.hotjar.com/sites/284824/surveys/responses/878809?prid=889501043","Admin fees","","d860b0be8b724a5ea77366efcae6f6ae","control","","",""
